gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
183.9182902440745,104.34650010301887,17.079588332887216,13.277650635206495,110.3767184330303,6.81393077215797,0.15990124054594382,88.60657572501404,0.028395942914433727,6.950334400742346,-0.051887944629088724,-70.46897658517167,7.833637091416094,46.457621697821445,-38.62398460640535,13.179999999951093,0.31999999999970896,-64.97528924531433,12.787512527428957,0.898233102368643,0.0,172.7675128630771,poor
