Parameter,Global_fit,Local_fit,Change
gna,183.9182902440745,183.9182902440745,0.0
gkht,104.34650010301887,104.34650010301887,0.0
gklt,17.079588332887216,17.079588332887216,0.0
gh,13.277650635206495,13.277650635206495,0.0
gka,110.3767184330303,110.3767184330303,0.0
gleak,6.81393077215797,6.81393077215797,0.0
stim_amp,0.15990124054594382,0.15990124054594382,0.0
cam,88.60657572501404,88.60657572501404,0.0
kam,0.028395942914433727,0.028395942914433727,0.0
cbm,6.950334400742346,6.950334400742346,0.0
kbm,-0.051887944629088724,-0.051887944629088724,0.0
