Parameter,Global_fit,Local_fit,Change
gna,217.01157464992696,217.01165982390265,8.517397569107743e-05
gkht,220.51004143905152,220.51002582244615,-1.5616605367085867e-05
gklt,19.053967844986282,19.05393045292099,-3.739206529118633e-05
gh,12.000777151887553,12.00078186202296,4.7101354070377965e-06
gka,60.951089098054695,60.950999820797456,-8.927725723850699e-05
gleak,6.809098824442793,6.809098797718042,-2.672475041265443e-08
stim_amp,0.15998903920459476,0.15998910199803126,6.279343650605895e-08
cam,62.24396247261665,62.243986902492125,2.4429875473686025e-05
kam,0.04017194861742789,0.040171932850505875,-1.5766922017990126e-08
cbm,7.115319907576478,7.115317114913987,-2.7926624914798026e-06
kbm,-0.031782143282706184,-0.03178213285365956,1.0429046626292404e-08
