rest,peak,amp,threshold,latency,width,AHP,source_folder,group,datetime,fit_file,fit_type,gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,mse,r2,time_shift,feature_error,fit_quality
-74.08212935393485,11.18808858128066,56.64591534966874,-45.45782676838808,14.25999999995011,0.3199999999997089,-68.5529099746631,fit_AP_sweep_13_clipped_510ms_02072024_P9_FVB_PunTeTx_Dan_iMNTB_160pA_S3C3_20250624_154105,iMNTB,2025-06-24 15:41:05,fit_results_20250624_154105.csv,coductance,207.49861943608536,226.06794707415372,35.83125052030592,4.554967187740153,19.55749590274623,10.995231273931172,0.119018249857296,88.74872713198819,0.0367495635315837,5.597055377244436,-0.0391230299394993,59.67769510395699,0.6860529428008111,0.0,48.726641600317706,poor
-73.78298928639342,11.394501541108257,52.39384369971013,-40.99934215860188,12.81999999995142,0.2599999999997635,-66.88182996446903,fit_AP_sweep_17_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_240pA_S1C2_20250624_122608,iMNTB,2025-06-24 12:26:08,fit_results_20250624_122608.csv,coductance,236.9909228804044,263.6487627747685,38.59437873644721,7.152639808109961,40.28423642405452,8.675796773898162,0.21997867522673,95.46424849424116,0.034162603417259,6.697710117420137,-0.04454937109952,64.61483283455838,0.6201451252125473,0.0,98.5763897871208,poor
-71.12906196013284,13.473796898846803,52.1738774013527,-38.70008050250589,13.159999999951111,0.2999999999997271,-67.58460659163246,fit_AP_sweep_14_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_180pA_S2C1_20250624_122523,iMNTB,2025-06-24 12:25:23,fit_results_20250624_122523.csv,coductance,217.01165982390265,220.51002582244615,19.05393045292099,12.00078186202296,60.950999820797456,6.809098797718042,0.1599891019980312,62.243986902492125,0.0401719328505058,7.115317114913987,-0.0317821328536595,66.07438031297022,0.5914877277989217,0.0,88.51823822097596,poor
-73.15105666053896,16.266094865773816,54.2704295149285,-38.004334649154686,13.299999999950984,0.2599999999997635,-65.87845415893952,fit_AP_sweep_16_clipped_510ms_12172022_P9_FVB_PunTeTx_iMNTB_220pA_S2C2_20250624_122451,iMNTB,2025-06-24 12:24:51,fit_results_20250624_122451.csv,coductance,256.7208930704661,217.42357198665795,25.37923131934443,13.538001067901805,25.309617061478395,4.602637386301893,0.2000597246981941,85.04160451820499,0.0447028440741823,7.69389129985929,-0.0347999694278339,56.02419099341739,0.6842559229148191,0.02,87.97098718353632,poor
-72.50362916631207,5.259729282946063,42.91180708043736,-37.6520777974913,13.059999999951202,0.2999999999997271,-67.19489732318782,fit_AP_sweep_16_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_220pA_S1C3_20250624_122402,iMNTB,2025-06-24 12:24:02,fit_results_20250624_122402.csv,coductance,207.7211357928487,273.4139821360327,34.79215560723025,11.777626971224718,75.22407026292626,4.738694745627807,0.2001614120274029,96.56707236005,0.0449167209059266,7.795903977561752,-0.0305724183889811,80.97767651041912,0.6163685164864288,0.0,49.70125700214761,poor
-68.1733351511781,16.61617883616454,58.32633028645314,-41.710151450288606,12.999999999951257,0.3399999999996907,-63.52545007602515,fit_AP_sweep_12_clipped_510ms_03232022_P9_FVB_PunTeTx_TeNT_140pA_S1C2_20250624_103651,TeNT,2025-06-24 10:36:51,fit_results_20250624_103651.csv,coductance,208.92373196511787,107.92261035078968,14.318282425447691,20.732797293023378,114.59947527044795,8.555511697518389,0.119970450607571,60.66837235519984,0.0324331581677052,6.385535056029244,-0.0394527728464145,49.82813241038762,0.7389365621768755,0.0,13.777126455665794,poor
-71.18023628251956,22.218352446777523,63.898373402243365,-41.68002095546584,17.639999999947037,211.099999999808,-67.40072824156572,fit_AP_sweep_10_clipped_510ms_12172022_P9_FVB_PunTeTx_TeNT_100pA_S2C4_20250624_103550,TeNT,2025-06-24 10:35:50,fit_results_20250624_103550.csv,coductance,210.5323873022259,126.03957177661432,3.575841328812288,2.180601773665028,117.67085832508072,8.85225816025539,0.0799661608036886,76.55528269293646,0.0434394938756999,8.223965242417494,-0.0303762891273682,37.6692512809119,0.8465736254076859,0.0,0.5642021340386254,poor
-68.58090547638456,11.229312765572454,51.727537962021536,-40.49822519644909,20.3199999999446,12.739999999988411,-68.9534883312963,fit_AP_sweep_8_clipped_510ms_10142022_P9_FVB_PunTeTx_TeNT_60pA_S1C1_20250624_103404,TeNT,2025-06-24 10:34:04,fit_results_20250624_103404.csv,coductance,118.40537521204996,158.09516696659503,3.61405916770732,10.379747217387015,97.37372373249616,4.620124592283326,0.039999236586306,60.88255550922706,0.0334385622274325,5.670731816130036,-0.0384716787200175,49.10594689802231,0.7950053566209738,0.0,55.075058166300266,poor
-71.87361250024341,27.37159002449268,70.65698994710459,-43.28539992261192,20.459999999944472,44.23999999995976,-71.2584972430072,fit_AP_sweep_22_clipped_510ms_12232024_P9_FVB_PunTeTx_Dan_TeNT_120pA_S1C1_20250624_103219,TeNT,2025-06-24 10:32:19,fit_results_20250624_103219.csv,coductance,301.13531964257504,171.88416098574083,4.37221212822282,7.613769247621074,81.7005389797555,14.28897351214836,0.0999870300770973,94.8036032921728,0.0296560288822154,8.85096616187549,-0.0479367898908662,29.754772724825052,0.8994532902066774,0.02,15.88254733693674,poor
-67.55603596237427,17.576062963693982,58.06562226760502,-40.48955930391104,13.739999999950584,0.3599999999996726,-63.84990989722895,fit_AP_sweep_11_clipped_510ms_02062024_P9_FVB_PunTeTx_Dan_TeNT_120pA_S4C1_20250624_103040,TeNT,2025-06-24 10:30:40,fit_results_20250624_103040.csv,coductance,172.85934355682974,125.13050737711411,8.98389248132624,23.74918080720727,109.94377223482104,2.5010164545022304,0.0999898813201986,85.41229693831588,0.0327654701313555,5.969278318950551,-0.0504652670809947,38.67705510927137,0.8227743947855753,0.0,13.264542744791717,poor
