gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
172.85934355682974,125.13050737711413,8.98389248132624,23.749180807207274,109.94377223482105,2.5010164545022304,0.09998988132019866,85.41229693831588,0.03276547013135559,5.969278318950551,-0.05046526708099472,-67.55603596237427,17.576062963693982,58.06562226760502,-40.489559303911044,13.739999999950584,0.3599999999996726,-63.84990989722895,38.67705510927137,0.8227743947855753,0.0,13.264542744791717,poor
