gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
188.2999950431867,159.15056422598542,21.3762243163966,7.510969479982236,84.82685546044644,2.0003726614940645,0.07997762276863325,73.81195726999668,0.03661984536694588,5.713333574131504,-0.04040443780716849,-68.95467202020089,11.350005592151582,52.791344264762024,-41.44133867261044,14.579999999999734,253.70000000000002,-72.03764109881801,152.34718885765983,-1.1287217701873455,28.2,13201.18576938233,poor
