Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-85.678,0
-0.09,-84.599,0
-0.08,-83.434,0
-0.07,-82.168,0
-0.06,-80.783,0
-0.05,-79.257,0
-0.04,-77.567,0
-0.03,-75.685,0
-0.02,-73.59,0
-0.01,-71.272,0
-0.0,-68.754,0
0.01,-66.087,0
0.02,-63.31,0
0.03,-60.414,0
0.04,-57.343,0
0.05,-54.149,0
0.06,-51.355,0
0.07,-56.435,29
0.08,-57.085,46
0.09,-57.534,52
0.1,-56.928,57
0.11,-55.301,62
0.12,-55.208,66
0.13,-54.308,70
0.14,-54.305,74
0.15,-54.029,77
0.16,-52.759,80
0.17,-52.683,83
0.18,-51.886,86
0.19,-50.641,89
0.2,-50.43,91
0.21,-50.073,93
0.22,-49.151,96
0.23,-48.387,98
0.24,-48.063,99
0.25,-46.732,101
0.26,-46.271,103
0.27,-45.164,104
0.28,-44.77,105
0.29,-44.043,107
0.3,-43.273,108
0.31,-42.588,108
0.32,-41.844,109
0.33,-41.017,109
0.34,-40.267,109
0.35,-39.307,109
0.36,-38.636,108
0.37,-36.529,32
0.38,-36.325,15
0.39,-36.125,11
0.4,-35.929,9
0.41,-35.737,8
0.42,-35.548,7
0.43,-35.361,6
0.44,-35.178,6
0.45,-34.997,5
0.46,-34.818,5
0.47,-34.643,5
0.48,-34.469,4
0.49,-34.298,4
