Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.856,0
-0.09,-82.772,0
-0.08,-81.616,0
-0.07,-80.381,0
-0.06,-79.058,0
-0.05,-77.638,0
-0.04,-76.115,0
-0.03,-74.485,0
-0.02,-72.755,0
-0.01,-70.936,0
-0.0,-69.05,0
0.01,-67.126,0
0.02,-65.187,0
0.03,-63.255,0
0.04,-61.341,0
0.05,-59.458,0
0.06,-57.619,0
0.07,-55.847,0
0.08,-54.182,0
0.09,-52.665,0
0.1,-51.319,0
0.11,-50.142,0
0.12,-49.118,0
0.13,-48.222,1
0.14,-47.43,1
0.15,-46.721,1
0.16,-46.08,1
0.17,-45.497,1
0.18,-44.958,1
0.19,-44.46,1
0.2,-43.994,1
0.21,-43.557,1
0.22,-43.144,1
0.23,-42.753,1
0.24,-42.38,1
0.25,-42.024,1
0.26,-41.683,1
0.27,-41.355,1
0.28,-41.039,1
0.29,-40.734,1
0.3,-40.439,1
0.31,-40.153,1
0.32,-39.875,1
0.33,-39.605,1
0.34,-39.342,1
0.35,-39.085,1
0.36,-38.835,1
0.37,-38.59,1
0.38,-38.35,1
0.39,-38.115,1
0.4,-37.885,1
0.41,-37.659,1
0.42,-37.437,1
0.43,-37.219,1
0.44,-37.004,1
0.45,-36.794,1
0.46,-36.586,1
0.47,-36.381,1
0.48,-36.179,1
0.49,-35.98,1
