gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
236.99092288040438,263.6487627747685,38.59437873644721,7.152639808109961,40.28423642405452,8.675796773898162,0.21997867522673004,95.46424849424116,0.03416260341725902,6.697710117420137,-0.04454937109952006,-73.78298928639342,11.394501541108255,52.39384369971013,-40.99934215860188,12.81999999995142,0.25999999999976353,-66.88182996446903,64.61483283455838,0.6201451252125473,0.0,98.57638978712079,poor
