gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
136.69,50.12,3.45,4.17,153.05,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.18,-71.66386024172199,8.896000037906015,43.54903567565596,-34.653035637749944,12.199999999999784,4.74,-72.76379638876807
