gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
950.00,50.00,0.00,1.96,50.00,76.41,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.03,-17.716661947693865,1.296105547509511,18.908130312901534,-17.61202476539202,8.67999999999986,3.3200000000000003,-29.475354656136194
