gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
339.13,20.30,14.55,3.98,131.14,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-74.91563408219793,24.754234228387997,61.36036974276756,-36.60613551437956,20.160000000000352,287.02,-76.46888015612673
