gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
335.9581114393147,112.96561941584926,95.4960043141926,6.07865295467562,126.02881061999275,9.957538847049573,0.14008866155374725,78.16919769444036,0.043707931736372045,5.542846427730687,-0.03205702281827717,-74.8161813859966,-61.803431228141115,,,,,,13.14693035925074,0.8598029825789585,2.08,27291.093699705787,poor
