gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
146.1622910559124,172.9194392729573,16.839231817272086,2.188327668683194,150.90805930635807,8.854310886634364,0.05996968989267483,95.96143851107576,0.049237091814712815,8.364202192834162,-0.05947868676525801,-71.74495715141207,-62.39212693707771,,,,,,68.57420339057462,0.39979197773859887,235.12,39510.91651465582,poor
