gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.125633831349695,11.51113096582309,12.399642114344289,-70.7135751469935,205.7916824850679,252.16329462220347,74.6104090155382,0.09198160378330093,85.92793439070225,0.03493535091769955,7.359040414096529,-0.04209067177684097
