gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
4.59944520513993,21.976999890113238,15.60118456537017,-80.91069526747468,248.24236265165476,157.4581649815462,77.07650987863936,0.1998091206858677,96.95845133989732,0.03781469283174634,8.9703605637931,-0.04224452161302219
