gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
158.12,181.24,3.89,8.85,85.01,75.11,0.035,7.25,-0.042,0.00059,-0.0884,0.79,0.068,0.11,-74.24436404914692,14.162494589826677,44.08883191979595,-29.926337329969275,15.559999999999713,280.6,-77.89768701287464
