Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-85.678,0
-0.09,-84.598,0
-0.08,-83.431,0
-0.07,-82.163,0
-0.06,-80.773,0
-0.05,-79.239,0
-0.04,-77.534,0
-0.03,-75.624,0
-0.02,-73.476,0
-0.01,-71.062,0
-0.0,-68.371,0
0.01,-65.399,0
0.02,-62.079,0
0.03,-58.088,0
0.04,-52.763,0
0.05,-58.929,30
0.06,-58.788,38
0.07,-58.656,44
0.08,-59.214,50
0.09,-58.097,54
0.1,-57.508,59
0.11,-56.962,63
0.12,-56.199,67
0.13,-56.108,70
0.14,-55.592,74
0.15,-55.23,77
0.16,-54.295,80
0.17,-54.3,83
0.18,-53.73,86
0.19,-52.563,89
0.2,-52.432,91
0.21,-52.012,94
0.22,-51.14,96
0.23,-50.399,98
0.24,-49.742,100
0.25,-49.48,102
0.26,-48.475,104
0.27,-48.78,106
0.28,-47.706,108
0.29,-46.84,109
0.3,-47.003,111
0.31,-46.165,112
0.32,-45.261,114
0.33,-44.856,115
0.34,-44.384,116
0.35,-43.893,117
0.36,-42.905,118
0.37,-41.94,119
0.38,-41.557,120
0.39,-40.694,120
0.4,-39.979,120
0.41,-39.144,121
0.42,-38.317,120
0.43,-37.216,120
0.44,-35.775,118
0.45,-33.784,17
0.46,-33.613,12
0.47,-33.444,9
0.48,-33.277,8
0.49,-33.112,7
