gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
9.925532200344305,15.455200362608162,9.737841463990373,-71.19901061201793,216.8052893094119,196.9241558339508,193.41028535701048,0.09198523717282164,99.32060302951102,0.03768234493020396,7.041655661222994,-0.0399640303240742
