gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
6.809232292860866,17.079588332887216,13.277650635206495,-73.56985327480504,183.9182902440745,104.34650010301887,110.3767184330303,0.15990124054594382,88.60657572501404,0.028395942914433727,6.950334400742346,-0.051887944629088724
