gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.848318180166975,6.944197429655798,2.180021450519982,-70.1698274797966,208.93877920835678,196.7901756749384,24.29108086570205,0.07999308754963648,79.20939093927751,0.03217291280323508,7.906323716674297,-0.04473167981601259
