gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
1.5020936505617084,13.094727655322005,23.802986455040514,-70.0,288.6697075056583,250.69412446672308,250.58007162187818,0.09990051626987054,104.57996190070914,0.04124257488970801,8.731182699321442,-0.039976023215640095
