gleak,gklt,gh,erev,gna,gkht,gka,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp
6.823670232865332,3.885792893597297,8.845223883456022,-80.0,158.12204572346533,170.42263393999204,85.00488165170148,76.40634965429727,0.03700133393849395,6.930782854435281,-0.043002436259718474,0.0005329467000000001,-0.09090482674316555,0.7869463377253988,0.06910242122858137,0.27189485720214285,0.04000118931829321,0.1973841828492964,0.0,0.007130021004817182,-0.19421579468008357,0.09350289635198386,0.005800080008995708,0.10989807229611806
