gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
2.5020936505617084,12.954836419206764,23.759371015976168,-70.0,209.88918100561293,256.00522221451564,74.45230295120288,0.10005690408973218,80.67156934067776,0.03249485115861841,7.664788666644466,-0.04520036429995495
