gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
2.2452281188917613,23.72863310205526,27.139085771893452,-70.0,146.50211678973534,58.2745889036703,136.5511983816764,0.12586678476763832,75.4213157004342,0.02667592567369859,6.7400301228002215,-0.03928379382164443
