gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.958483991375024,33.39480718932825,4.399846774682749,-75.32191424019871,451.72305897382046,308.03488584428436,18.251463820599135,0.1484873792340701,109.42600607024941,0.04901189347690064,6.459286261315183,-0.03871759638860524
