gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
4.59944520513993,29.40023407450395,14.537905173304322,-80.91069526747468,272.7384530369073,157.8431663141939,94.72333380550172,0.20005191584031923,62.966006039787025,0.03181303455462618,6.376567836892088,-0.04391583841157202
