gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.671721902540327,42.514164289991335,7.144044021771041,-74.92749967425951,262.9701485989616,347.13085225151474,19.659733429051755,0.22006859251917457,54.67705459126648,0.028123235205051257,5.421602744050438,-0.043740705275450945
