gna_opt,gkht_opt,gklt_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,rest,peak,amp,threshold,latency,width,AHP
765.67,464.65,123.94,98.33,0.036,3.87,-0.047,0.00105,-0.0756,1.28,0.033,-78.04982030506005,9.999999522422753,57.539117069729095,-47.53911754730634,16.479999999999777,11.96,-78.60711397014563
