gna,gkht,gklt,cam,kam,cbm,kbm,cah,kah,cbh,kbh
416.7909692879772,1947.892286010942,40.161672844922606,172.3958723807476,0.04750591285738902,7.139636474892594,-0.03940426913631385,0.001402347088803823,-0.1237680402590428,3.0153238894376977,0.0958304815471293
