Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.859,0
-0.09,-82.774,0
-0.08,-81.62,0
-0.07,-80.385,0
-0.06,-79.063,0
-0.05,-77.643,0
-0.04,-76.121,0
-0.03,-74.491,0
-0.02,-72.76,0
-0.01,-70.938,0
-0.0,-69.047,0
0.01,-67.111,0
0.02,-65.154,0
0.03,-63.193,0
0.04,-61.24,0
0.05,-59.301,0
0.06,-57.393,0
0.07,-55.549,0
0.08,-53.821,0
0.09,-52.266,0
0.1,-50.91,0
0.11,-49.747,0
0.12,-48.747,1
0.13,-47.877,3
0.14,-46.879,52
0.15,-45.9,54
0.16,-45.81,56
0.17,-45.256,6
0.18,-44.739,4
0.19,-44.261,4
0.2,-43.813,3
0.21,-43.393,3
0.22,-42.996,2
0.23,-42.62,2
0.24,-42.261,2
0.25,-41.918,2
0.26,-41.59,2
0.27,-41.274,2
0.28,-40.97,1
0.29,-40.676,1
0.3,-40.392,1
0.31,-40.116,1
0.32,-39.848,1
0.33,-39.587,1
0.34,-39.333,1
0.35,-39.086,1
0.36,-38.844,1
0.37,-38.608,1
0.38,-38.376,1
0.39,-38.149,1
0.4,-37.927,1
0.41,-37.709,1
0.42,-37.495,1
0.43,-37.285,1
0.44,-37.078,1
0.45,-36.874,1
0.46,-36.674,1
0.47,-36.477,1
0.48,-36.282,1
0.49,-36.09,1
