Parameter,Global_fit,Local_fit,Change
gna,168.13715499719248,168.13715499719248,0.0
gkht,276.63493515616676,276.63493515616676,0.0
gklt,6.1896380781499145,6.1896380781499145,0.0
gh,10.380551018847171,10.380551018847171,0.0
gka,33.57477128142501,33.57477128142501,0.0
gleak,4.621708503914078,4.621708503914078,0.0
stim_amp,0.039985163392004294,0.039985163392004294,0.0
cam,75.31203029460539,75.31203029460539,0.0
kam,0.03744919718452977,0.03744919718452977,0.0
cbm,8.643938039124016,8.643938039124016,0.0
kbm,-0.03355919317493544,-0.03355919317493544,0.0
