Mid_Current_nA,InputResistance_GOhm
-0.095,0.11
-0.08499999999999999,0.118
-0.07500000000000001,0.128
-0.065,0.138
-0.055,0.151
-0.045,0.166
-0.035,0.186
-0.025,0.211
-0.015,0.25
-0.005,0.337
0.005,0.456
0.015,0.158
0.025,0.186
0.035,0.094
0.045,0.125
0.055,0.159
0.065,0.117
0.07500000000000001,0.141
0.08499999999999999,0.09
0.095,0.139
0.10500000000000001,0.083
0.11499999999999999,0.166
0.125,0.073
0.135,0.167
0.14500000000000002,0.032
0.155,0.133
0.165,0.097
0.175,0.084
0.185,0.075
0.195,0.098
0.20500000000000002,0.066
0.215,0.052
0.225,0.023
0.235,-0.005
0.245,0.019
0.255,0.019
0.265,0.018
0.275,0.018
0.28500000000000003,0.018
0.295,0.017
0.305,0.017
0.315,0.017
0.325,0.017
0.335,0.017
0.345,0.016
0.355,0.016
0.365,0.016
0.375,0.016
0.385,0.016
0.395,0.016
0.405,0.016
0.415,0.015
0.425,0.015
0.435,0.015
0.445,0.015
0.455,0.015
0.46499999999999997,0.015
0.475,0.015
0.485,0.015
