Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.796,0
-0.09,-82.692,0
-0.08,-81.509,0
-0.07,-80.234,0
-0.06,-78.852,0
-0.05,-77.342,0
-0.04,-75.679,0
-0.03,-73.824,0
-0.02,-71.715,0
-0.01,-69.217,0
-0.0,-65.849,0
0.01,-61.285,17
0.02,-59.709,30
0.03,-57.845,40
0.04,-56.903,48
0.05,-55.648,55
0.06,-54.054,61
0.07,-52.88,66
0.08,-51.465,70
0.09,-50.568,74
0.1,-49.182,78
0.11,-48.357,81
0.12,-46.696,84
0.13,-45.961,86
0.14,-44.293,88
0.15,-43.973,89
0.16,-42.646,91
0.17,-41.672,91
0.18,-40.832,92
0.19,-40.082,92
0.2,-39.103,14
0.21,-38.442,7
0.22,-37.924,5
0.23,-37.693,4
0.24,-37.743,4
0.25,-37.555,3
0.26,-37.37,3
0.27,-37.188,3
0.28,-37.009,2
0.29,-36.832,2
0.3,-36.658,2
0.31,-36.485,2
0.32,-36.315,2
0.33,-36.147,2
0.34,-35.981,2
0.35,-35.817,2
0.36,-35.655,1
0.37,-35.494,1
0.38,-35.335,1
0.39,-35.177,1
0.4,-35.021,1
0.41,-34.866,1
0.42,-34.713,1
0.43,-34.56,1
0.44,-34.409,1
0.45,-34.259,1
0.46,-34.111,1
0.47,-33.963,1
0.48,-33.816,1
0.49,-33.67,1
