gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
240.03789892669843,186.17356422459267,55.23559711565938,5.369460224078172,56.33771864289011,9.966484355807935,0.1323794425906403,88.91853151901444,0.025201760447688692,6.967874617095123,-0.04970921230734257,-74.37415396088434,-59.38683183849692,,,,,,8.469918787549318,0.9096779765797335,1.54,25535.509528926013,poor
