Parameter,Global_fit,Local_fit,Change
gna,252.15688528887466,252.15542087125925,-0.0014644176154092747
gkht,321.4581555169457,321.4591028359232,0.0009473189775235369
gklt,31.685991148457376,31.685991516494312,3.680369360381519e-07
gh,11.786835623739046,11.786835486833407,-1.36905638825624e-07
gka,47.12656434333628,47.126838033943216,0.0002736906069387146
gleak,4.741073836166415,4.741073891234609,5.506819356071446e-08
stim_amp,0.1998372372435724,0.1998370051300054,-2.3211356700580943e-07
cam,54.412412600551875,54.41234939982236,-6.320072951382372e-05
kam,0.029192802964440528,0.029192834452253884,3.1487813356712024e-08
cbm,6.1801370912246645,6.180144269534796,7.178310131195076e-06
kbm,-0.042689570751884856,-0.0426896203363801,-4.958449524583575e-08
