gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
222.08,55.91,2.00,5.96,151.42,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-67.3366438400701,23.98282426217654,63.99581585021458,-40.01299158803804,11.839999999999792,4.08,-69.1802494851297
