gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
246.62515528652955,5.129545971448648,29.97218248665399,17.709086396550127,172.18190262257122,4.433593180742746,0.11995505127006978,62.36944821124166,0.033612983329234,5.565742379983353,-0.04088730891695848,-71.7162068684058,-50.17562885397382,,,,,,46.36527628248602,0.6195031962983673,23.900000000000002,5397.012740173248,poor
