Mid_Current_nA,InputResistance_GOhm
-0.095,0.079
-0.08499999999999999,0.084
-0.07500000000000001,0.09
-0.065,0.096
-0.055,0.103
-0.045,0.111
-0.035,0.12
-0.025,0.129
-0.015,0.139
-0.005,0.15
0.005,0.161
0.015,0.173
0.025,0.186
0.035,0.199
0.045,0.213
0.055,0.223
0.065,0.216
0.07500000000000001,0.186
0.08499999999999999,-0.027
0.095,0.051
0.10500000000000001,0.024
0.11499999999999999,0.078
0.125,0.14
0.135,0.114
0.14500000000000002,0.064
0.155,0.057
0.165,0.094
0.175,0.07
0.185,0.148
0.195,0.096
0.20500000000000002,0.01
0.215,0.036
0.225,0.035
0.235,0.033
0.245,0.032
0.255,0.031
0.265,0.03
0.275,0.029
0.28500000000000003,0.028
0.295,0.027
0.305,0.026
0.315,0.026
0.325,0.025
0.335,0.024
0.345,0.024
0.355,0.023
0.365,0.023
0.375,0.023
0.385,0.022
0.395,0.022
0.405,0.021
0.415,0.021
0.425,0.021
0.435,0.02
0.445,0.02
0.455,0.02
0.46499999999999997,0.02
0.475,0.019
0.485,0.019
