gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
364.17,30.97,14.55,3.97,29.84,76.39,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-74.92257295952325,26.258173350079332,65.08477205683957,-38.82659870676024,16.05999999999971,267.52,-76.45810196240198
