Mid_Current_nA,InputResistance_GOhm
-0.095,0.091
-0.08499999999999999,0.097
-0.07500000000000001,0.103
-0.065,0.109
-0.055,0.117
-0.045,0.124
-0.035,0.131
-0.025,0.138
-0.015,0.143
-0.005,0.145
0.005,0.145
0.015,0.141
0.025,0.136
0.035,0.129
0.045,0.122
0.055,0.115
0.065,0.108
0.07500000000000001,0.102
0.08499999999999999,0.097
0.095,0.092
0.10500000000000001,0.088
0.11499999999999999,0.084
0.125,0.081
0.135,0.078
0.14500000000000002,0.075
0.155,0.072
0.165,0.07
0.175,0.067
0.185,0.065
0.195,0.063
0.20500000000000002,0.061
0.215,0.059
0.225,0.056
0.235,0.054
0.245,0.052
0.255,0.049
0.265,0.047
0.275,0.045
0.28500000000000003,0.043
