group,age_num,gleak_mean,gleak_std,gleak_count,gklt_mean,gklt_std,gklt_count,gh_mean,gh_std,gh_count
TeNT,9.0,2.601653813005839,0.7661337014647758,4,15.222387195511601,4.587553672820585,4,17.596029639517926,9.43158677667431,4
iMNTB,9.0,7.250673836373028,2.392266512625535,5,24.025997008873226,8.191027260719698,5,9.598416378407771,3.278471319119769,5
