SteadyStateVoltage,Current,Cell_ID
-0.0855233,-100,P9_iMNTB_12172022_S2C2
-0.0835452,-80,
-0.0814312,-60,
-0.0783788,-40,
-0.0763801,-20,
-0.0724363,0,
-0.0684588,20,
-0.0641856,40,
-0.0611387,60,
-0.0589629,80,
-0.0567256,100,
-0.0547329,120,
-0.0538467,140,
-0.0520665,160,
-0.0511238,180,
-0.0500199,200,
-0.0486563,220,
-0.0478338,240,
-0.0468464,260,
-0.0458033,280,
-0.0452199,300,
-0.0444746,320,
-0.0436046,340,
-0.0430656,360,
-0.0422845,380,
