SteadyStateVoltage,Current,Cell_ID
-0.100508,-100,P4_TeNT_04092024_S1C1
-0.0982611,-90,
-0.0960375,-80,
-0.0934608,-70,
-0.0899176,-60,
-0.0879353,-50,
-0.084821,-40,
-0.0817717,-30,
-0.0779311,-20,
-0.0744496,-10,
-0.0700279,0,
-0.0654457,10,
-0.0580646,20,
