Mid_Current_nA,InputResistance_GOhm
-0.09,0.083
-0.07,0.092
-0.05,0.103
-0.03,0.115
-0.01,0.126
0.01,0.137
0.03,0.146
0.05,0.159
0.07,0.188
0.09,0.323
0.11,0.06
0.13,0.116
0.15000000000000002,0.086
0.16999999999999998,0.112
0.19,0.114
0.21000000000000002,0.071
0.22999999999999998,0.079
0.25,0.088
0.27,0.071
0.29000000000000004,0.005
0.31,0.03
0.33,0.029
0.35,0.027
0.37,0.027
