Parameter,Global_fit,Local_fit,Change
gna,256.7208386158193,256.7208930704661,5.445464682907186e-05
gkht,217.4235965066466,217.42357198665795,-2.4519988642168755e-05
gklt,25.379258236102547,25.379231319344434,-2.691675811306027e-05
gh,13.537998196273174,13.538001067901803,2.8716286291086135e-06
gka,25.309643904404876,25.309617061478395,-2.684292648069686e-05
gleak,4.602637396064833,4.602637386301893,-9.762939789936809e-09
stim_amp,0.2000596822622961,0.2000597246981941,4.2435898017778584e-08
cam,85.04158647950749,85.04160451820499,1.8038697504607626e-05
kam,0.04470285355638142,0.04470284407418233,-9.48219908841752e-09
cbm,7.693892931858564,7.69389129985929,-1.6319992734992184e-06
kbm,-0.03479997264633773,-0.034799969427833914,3.218503817625784e-09
