time_ms,exp_voltage_mV,sim_voltage_mV
240.22000000000003,-49.08637331683591,-61.60703801119283
240.24,-48.83609225467231,-61.48933429916411
240.26000000000002,-48.74223685636096,-61.370781384093476
240.28000000000003,-48.99251791852456,-61.25144267784527
240.3,-48.867377387442765,-61.131378336523476
240.32,-48.929947652983664,-61.010645407963885
240.34000000000003,-48.80480712190186,-60.88929797100613
240.36,-48.67966659082006,-60.76738734760443
240.38000000000002,-48.80480712190186,-60.644962152838886
240.40000000000003,-48.71095172359051,-60.52206840478506
240.42000000000002,-48.58581119250871,-60.39874963605953
240.44000000000003,-48.74223685636096,-60.275046999430565
240.46,-48.77352198913141,-60.15099936785446
240.48000000000002,-48.64838145804961,-60.02664342926573
240.50000000000003,-48.49195579419737,-59.90201377643458
240.52,-48.617096325279164,-59.777143071113535
240.54000000000002,-48.71095172359051,-59.652062066447726
240.56000000000003,-48.67966659082006,-59.526799661877675
240.58,-48.617096325279164,-59.401382976123905
240.6,-48.67966659082006,-59.27583741646891
240.62000000000003,-48.77352198913141,-59.15018674453292
240.64000000000001,-48.71095172359051,-59.024453138725626
240.66000000000003,-48.67966659082006,-58.89865725353845
240.68000000000004,-48.71095172359051,-58.77281836672839
240.70000000000002,-48.64838145804961,-58.64695436339495
240.72000000000003,-48.554526059738265,-58.521081764602975
240.74,-48.554526059738265,-58.395215775713886
240.76000000000002,-48.52324092696781,-58.269370332240925
240.78000000000003,-48.49195579419737,-58.14355814334074
240.8,-48.46067066142691,-58.017790733036534
240.82,-48.554526059738265,-57.8920784792666
240.84000000000003,-48.52324092696781,-57.766430759440055
240.86,-48.30424499757466,-57.64085589497072
240.88000000000002,-48.42938552865646,-57.51536116638667
240.90000000000003,-48.39810039588601,-57.389952844651305
240.92000000000002,-48.39810039588601,-57.26463622067968
240.94000000000003,-48.39810039588601,-57.13941563310752
240.96,-48.179104466492866,-57.01429449436404
240.98000000000002,-48.272959864804214,-56.88927531508916
241.00000000000003,-48.30424499757466,-56.764359852927676
241.02,-48.33553013034511,-56.639549025253295
241.04000000000002,-48.30424499757466,-56.51484291269663
241.06000000000003,-48.21038959926331,-56.390240777485275
241.08,-48.11653420095197,-56.26574108030495
241.10000000000002,-48.14781933372241,-56.14134149570089
241.12000000000003,-48.14781933372241,-56.017038926035234
241.14000000000001,-48.179104466492866,-55.89282951400719
241.16000000000003,-48.179104466492866,-55.76870879253878
241.18000000000004,-48.241674732033765,-55.644671580098695
241.20000000000002,-48.21038959926331,-55.52071196709067
241.22000000000003,-48.179104466492866,-55.39682332283329
241.24,-48.179104466492866,-55.272998301124574
241.26000000000002,-48.241674732033765,-55.14922884437123
241.28000000000003,-48.11653420095197,-55.0255061862677
241.3,-48.02267880264061,-54.901820852996366
241.32,-48.08524906818151,-54.778162808381
241.34000000000003,-48.02267880264061,-54.65452134810402
241.36,-48.05396393541106,-54.53088505898555
241.38000000000002,-47.991393669870156,-54.407241814139866
241.40000000000003,-47.960108537099714,-54.28357876650153
241.42000000000002,-47.86625313878836,-54.15988234065645
241.44000000000003,-47.86625313878836,-54.03613822291519
241.46,-47.70982747493611,-53.91233134955828
241.48000000000002,-47.77239774047701,-53.78844604232514
241.50000000000003,-47.77239774047701,-53.66446591036495
241.52,-47.67854234216566,-53.54037377206381
241.54000000000002,-47.80368287324746,-53.41615163536273
241.56000000000003,-47.584686943854315,-53.29178067581798
241.58,-47.55340181108386,-53.16724121227235
241.60000000000002,-47.647257209395214,-53.04251267999637
241.62000000000003,-47.615972076624764,-52.91757360114558
241.64000000000001,-47.52211667831342,-52.79240171386745
241.66000000000003,-47.49083154554296,-52.66697386599384
241.68,-47.52211667831342,-52.541265894971666
241.70000000000002,-47.39697614723162,-52.41525258611414
241.72000000000003,-47.42826128000206,-52.288907627222855
241.74,-47.39697614723162,-52.16220355931005
241.76000000000002,-47.42826128000206,-52.03511172312604
241.78000000000003,-47.39697614723162,-51.90760220116851
241.8,-47.39697614723162,-51.77964396384074
241.82,-47.334405881690714,-51.651204682627785
241.84000000000003,-47.303120748920264,-51.52225057933266
241.86,-47.303120748920264,-51.39274634673791
241.88000000000002,-47.303120748920264,-51.26265506268934
241.90000000000003,-47.17798021783847,-51.1319380970368
241.92000000000002,-47.17798021783847,-51.00055501078502
241.94000000000003,-47.11540995229756,-50.868463446751015
241.96,-47.08412481952712,-50.735619355455974
241.98000000000002,-47.08412481952712,-50.601976541941774
242.00000000000003,-46.990269421215764,-50.467486525510054
242.02,-47.02155455398622,-50.33209838885891
242.04000000000002,-46.990269421215764,-50.195758614052075
242.06000000000003,-46.73998835905217,-50.05841090399382
242.08,-46.77127349182262,-49.919995987923286
242.10000000000002,-46.70870322628172,-49.78045164832379
242.12000000000003,-46.70870322628172,-49.63971244481226
242.14000000000001,-46.73998835905217,-49.49770929440332
242.16000000000003,-46.64613296074082,-49.354369196302976
242.18,-46.55227756242947,-49.20961493044421
242.20000000000002,-46.42713703134767,-49.06336472681137
242.22000000000003,-46.52099242965902,-48.91553190220013
242.24,-46.39585189857721,-48.76602474944159
242.26000000000002,-46.45842216411811,-48.61474605392018
242.28000000000003,-46.45842216411811,-48.46159240333172
242.3,-46.45842216411811,-48.30645365399178
242.32000000000002,-46.39585189857721,-48.14921234005944
242.34000000000003,-46.42713703134767,-47.98974301841205
242.36,-46.39585189857721,-47.82791158026823
242.38000000000002,-46.23942623472497,-47.66357500089044
242.40000000000003,-46.333281633036314,-47.49657989520926
242.42000000000002,-46.14557083641362,-47.326761513358306
242.44000000000003,-46.333281633036314,-47.15394261569967
242.46,-46.333281633036314,-46.977932210143955
242.48000000000002,-46.23942623472497,-46.79852422763787
242.50000000000003,-46.14557083641362,-46.61549653436789
242.52,-46.05171543810227,-46.42860849822992
242.54000000000002,-46.08300057087271,-46.23759894553106
242.56000000000003,-45.77014924316822,-46.04218383852318
242.58,-45.83271950870912,-45.84205362821136
242.60000000000002,-45.80143437593867,-45.63687101274728
242.62000000000003,-45.551153313775075,-45.42626700481761
242.64000000000001,-45.58243844654552,-45.20983676139961
242.66000000000003,-45.488583048234176,-44.9871349950982
242.68,-45.488583048234176,-44.75767072833022
242.70000000000002,-45.33215738438192,-44.52090225977263
242.72000000000003,-45.175731720529676,-44.276228935307074
242.74,-45.11316145498877,-44.02298272879474
242.76000000000002,-45.08187632221832,-43.76041833462323
242.78000000000003,-45.11316145498877,-43.487702921619594
242.8,-44.95673579113652,-43.203901183260676
242.82000000000002,-44.80031012728427,-42.90795867486622
242.84000000000003,-44.67516959620247,-42.598682579230555
242.86,-44.45617366680933,-42.2747187679349
242.88000000000002,-44.42488853403887,-41.93452171774668
242.90000000000003,-44.299748002957074,-41.5763197179978
242.92000000000002,-44.14332233910483,-41.19807338273605
242.94000000000003,-44.17460747187527,-40.797420743455795
242.96,-43.893041276941226,-40.371612567456566
242.98000000000002,-43.76790074585943,-39.9174301644944
243.00000000000003,-43.51761968369582,-39.43108071018226
243.02,-43.236053488761776,-38.90806802327092
243.04,-43.14219809045043,-38.34302276465892
243.06000000000003,-42.954487293827725,-37.72948959060636
243.08,-42.641635966123225,-37.05964762557005
243.10000000000002,-42.39135490395963,-36.32395028712061
243.12000000000003,-42.20364410733693,-35.51065759200691
243.14000000000001,-41.95336304517333,-34.60522604905984
243.16000000000003,-41.70308198300973,-33.589524547378346
243.18,-41.07737932760074,-32.440843210632046
243.20000000000002,-40.42039153942129,-31.130691643846802
243.22000000000003,-39.54440782184869,-29.623468232756768
243.24,-38.32428764380114,-27.87529457088471
243.26000000000002,-36.44717967757415,-25.833791305576266
243.28000000000003,-33.38123666607005,-23.440512333746007
243.3,-28.813607281584368,-20.639299326219692
243.32000000000002,-23.244853648444284,-17.39530561393281
243.34000000000003,-16.70626089942025,-13.727933250814964
243.36,-9.479395229446324,-9.750557276456348
243.38000000000002,-2.2212444267019436,-5.6899623466308995
243.40000000000003,3.53522000306084,-1.8515598631575656
243.42000000000002,7.383291333826179,1.4661601099303327
243.44000000000003,9.479395229446324,4.053295805338713
243.46,10.16766815039622,5.818498412491663
243.48000000000002,9.573250627757673,6.770527687163676
243.50000000000003,7.821283192612478,6.981589817840987
243.52,4.911765844960636,6.5544717929415
243.54000000000002,1.2826904435884463,5.600235077866836
243.56000000000003,-2.9408024804222914,4.225243903732661
243.58,-7.414576466596628,2.524552746962896
243.60000000000002,-12.044776116623217,0.5791469811072743
243.62000000000003,-16.862686563272504,-1.5445852851811153
243.64000000000001,-21.24260515113549,-3.7941003316512067
243.66000000000003,-25.622523738998478,-6.129237219295431
243.68,-29.846016663009213,-8.52038078538802
243.70000000000002,-33.850513657626806,-10.946469452185001
243.72000000000003,-37.542159324539895,-13.393019335421933
243.74,-41.202519858682535,-15.850190501384343
243.76000000000002,-44.237177737416175,-18.311107309028078
243.78000000000003,-46.990269421215764,-20.770384393391755
243.8,-49.4617949100813,-23.22309444685539
243.82000000000002,-51.4014731418492,-25.66416154723286
243.84000000000003,-53.0283000459126,-28.088197783778586
243.86,-54.49870128612375,-30.48945337255644
243.88000000000002,-55.843961995253096,-32.86101415090598
243.90000000000003,-56.71994571282569,-35.192474680196185
243.92000000000002,-57.56464429762784,-37.46617254877494
243.94000000000003,-58.315487484118634,-39.65571127698503
243.96,-58.75347934290493,-41.73212695926937
243.98000000000002,-59.25404146723213,-43.675298004498934
244.00000000000003,-59.56689279493663,-45.47841938885038
244.02,-59.91102925541158,-47.14322384541834
244.04000000000002,-60.06745491926383,-48.67525969329481
244.06000000000003,-60.349021114197875,-50.081963822105905
244.08,-60.661872441902375,-51.371741384201066
244.10000000000002,-60.630587309131926,-52.553339000010176
244.12000000000003,-60.78701297298417,-53.63542561561453
244.14000000000001,-60.91215350406598,-54.62632041259797
244.16000000000003,-60.974723769606875,-55.53383369100413
244.18,-60.943438636836426,-56.3651875285939
244.20000000000002,-61.09986430068867,-57.126990367168325
244.22000000000003,-61.037294035147774,-57.8252463071582
244.24,-60.974723769606875,-58.465383898101855
244.26000000000002,-61.06857916791822,-59.052298085126225
244.28000000000003,-61.13114943345913,-59.590398096978724
244.3,-61.037294035147774,-60.08365219082961
244.32000000000002,-61.037294035147774,-60.53563614241503
244.34000000000003,-60.91215350406598,-60.949573688544305
244.36,-60.943438636836426,-61.328377718895624
244.38000000000002,-60.88086837129553,-61.67468323394815
244.4,-60.974723769606875,-61.99088009709267
244.42000000000002,-60.91215350406598,-62.27914048261959
244.44000000000003,-60.91215350406598,-62.54144184791878
244.46,-60.91215350406598,-62.779589375106575
244.48000000000002,-61.006008902377324,-62.99523441369224
244.50000000000003,-60.91215350406598,-63.18989063782131
244.52,-60.84958323852507,-63.364947783477845
244.54000000000002,-60.943438636836426,-63.5216847635999
244.56000000000003,-60.974723769606875,-63.66128061765425
244.58,-60.943438636836426,-63.78482416423307
244.60000000000002,-60.974723769606875,-63.89332253961526
244.62000000000003,-60.974723769606875,-63.98770876816716
244.64000000000001,-60.943438636836426,-64.06884849027975
244.66000000000003,-61.09986430068867,-64.13754588569486
244.68,-61.09986430068867,-64.19454912332154
244.70000000000002,-61.09986430068867,-64.24055515451245
244.72000000000003,-61.06857916791822,-64.27621400043779
244.74,-61.006008902377324,-64.30213260820118
244.76000000000002,-61.09986430068867,-64.31887832632279
244.78000000000003,-61.13114943345913,-64.32698204342628
244.8,-61.09986430068867,-64.32694102818441
244.82000000000002,-61.19371969900003,-64.31922150364426
244.84000000000003,-61.13114943345913,-64.3042609848396
244.86,-61.16243456622958,-64.28247040498734
244.88000000000002,-61.318860230081825,-64.25423605246536
244.9,-61.19371969900003,-64.21992133810161
244.92000000000002,-61.19371969900003,-64.17986840999788
244.94000000000003,-61.256289964540926,-64.13439963111944
244.96,-61.22500483177048,-64.0838189331462
244.98000000000002,-61.287575097311375,-64.02841305857393
245.00000000000003,-61.35014536285228,-63.96845270173627
245.02,-61.41271562839318,-63.90419356822385
245.04000000000002,-61.47528589393408,-63.835877343288566
245.06000000000003,-61.569141292245426,-63.76373257355797
245.08,-61.50657102670452,-63.68797548897956
245.10000000000002,-61.47528589393408,-63.60881076230187
245.12000000000003,-61.600426425015876,-63.52643221160724
245.14000000000001,-61.53785615947498,-63.441023450859454
245.16000000000003,-61.569141292245426,-63.352758492943785
245.18,-61.569141292245426,-63.26180230924303
245.20000000000002,-61.662996690556774,-63.16831134940085
245.22000000000003,-61.69428182332722,-63.07243402458372
245.24,-61.78813722163858,-62.974311157235896
245.26000000000005,-61.78813722163858,-62.874076414226096
245.28000000000003,-61.72556695609767,-62.77185672455424
245.3,-61.78813722163858,-62.66777260210158
245.32000000000002,-61.75685208886812,-62.56193848616764
245.34000000000003,-61.81942235440902,-62.45446305986234
245.36,-61.913277752720376,-62.345449548047355
245.38000000000002,-61.94456288549082,-62.234995996373435
245.4,-61.913277752720376,-62.12319553282811
245.42000000000002,-61.913277752720376,-62.01013661308215
245.44000000000003,-61.913277752720376,-61.8959032508218
245.46,-62.03841828380217,-61.7805753020068
245.48000000000002,-62.03841828380217,-61.66422860558637
245.50000000000003,-61.94456288549082,-61.54693516821223
245.52,-61.975848018261274,-61.42876334464412
245.54000000000002,-62.007133151031724,-61.309778007733975
245.56000000000003,-62.007133151031724,-61.190040708696586
245.58,-62.13227368211352,-61.069609828314086
245.60000000000002,-62.13227368211352,-60.948540719675385
245.62000000000003,-62.10098854934307,-60.82688588034306
245.64000000000001,-62.226129080424876,-60.70469509269515
245.66000000000003,-62.226129080424876,-60.58201549242195
245.68,-62.10098854934307,-60.458891682740166
245.70000000000002,-62.16355881488397,-60.335365842505404
245.72000000000003,-62.382554744277115,-60.211477828599655
245.74,-62.35126961150667,-60.087265272933145
245.76000000000005,-62.41383987704757,-59.96276367438048
245.78000000000003,-62.35126961150667,-59.83800651585489
245.8,-62.44512500981802,-59.713025387354506
245.82000000000002,-62.47641014258847,-59.587849992754315
245.84000000000003,-62.47641014258847,-59.46250822444128
245.86,-62.570265540899825,-59.33702623415732
245.88000000000002,-62.570265540899825,-59.21142850025295
245.9,-62.53898040812937,-59.085737891541164
245.92000000000002,-62.47641014258847,-58.95997572792163
245.94000000000003,-62.44512500981802,-58.834161873698235
245.96,-62.69540607198162,-58.70831483350866
245.98000000000002,-62.757976337522514,-58.582451726486084
246.00000000000003,-62.72669120475208,-58.456588335683506
246.02,-62.757976337522514,-58.330739154974545
246.04000000000002,-62.78926147029297,-58.204917433543415
246.06000000000003,-62.72669120475208,-58.079135218068416
246.08,-62.82054660306343,-57.953403392690745
246.10000000000002,-62.851831735833876,-57.82773176353021
246.12000000000003,-62.69540607198162,-57.70212912788635
246.14000000000001,-62.82054660306343,-57.57660322820368
246.16000000000003,-62.91440200137477,-57.451160784181155
246.18,-62.82054660306343,-57.32580752305673
246.20000000000002,-62.91440200137477,-57.200548208119585
246.22000000000003,-62.88311686860432,-57.075386665507274
246.24,-62.88311686860432,-56.950325809330096
246.26000000000002,-62.945687134145224,-56.82536772139084
