gleak,gna,gkht,gklt,gh,gka,erev,cam,kam,cbm,kbm
6.7,231.24,237.032,29.576000000000004,10.35,51.69199999999999,-76.09400000000001,78.28999999999999,0.032,6.294,-0.046
