gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
5.952419997206796,34.79215560723025,11.777626971224718,-74.97126987401103,217.01165982390265,220.51002582244615,40.28423642405452,0.2000597246981941,88.74872713198819,0.0401719328505058,7.115317114913987,-0.0347999694278339
