Mid_Current_nA,InputResistance_GOhm
-0.095,0.08
-0.08499999999999999,0.084
-0.07500000000000001,0.09
-0.065,0.097
-0.055,0.104
-0.045,0.111
-0.035,0.12
-0.025,0.13
-0.015,0.141
-0.005,0.152
0.005,0.163
0.015,0.176
0.025,0.189
0.035,0.204
0.045,0.218
0.055,0.227
0.065,0.216
0.07500000000000001,0.092
0.08499999999999999,0.029
0.095,0.094
0.10500000000000001,0.082
0.11499999999999999,0.013
0.125,0.13
0.135,0.118
0.14500000000000002,0.065
0.155,0.058
0.165,0.067
0.175,0.073
0.185,0.177
0.195,0.014
0.20500000000000002,0.072
0.215,0.036
0.225,0.034
0.235,0.033
0.245,0.032
0.255,0.03
0.265,0.03
0.275,0.029
0.28500000000000003,0.028
0.295,0.027
0.305,0.026
0.315,0.026
0.325,0.025
0.335,0.024
0.345,0.024
0.355,0.023
0.365,0.023
0.375,0.022
0.385,0.022
0.395,0.022
0.405,0.021
0.415,0.021
0.425,0.021
0.435,0.02
0.445,0.02
0.455,0.02
0.46499999999999997,0.02
0.475,0.019
0.485,0.019
