Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-77.346,0
-0.09,-76.551,0
-0.08,-75.706,0
-0.07,-74.804,0
-0.06,-73.839,0
-0.05,-72.803,0
-0.04,-71.688,0
-0.03,-70.485,0
-0.02,-69.185,0
-0.01,-67.78,0
-0.0,-66.264,0
0.01,-64.63,0
0.02,-62.873,0
0.03,-60.984,0
0.04,-58.949,0
0.05,-56.766,0
0.06,-54.495,0
0.07,-52.33,0
0.08,-51.407,36
0.09,-51.114,44
0.1,-50.17,49
0.11,-49.352,53
0.12,-49.218,57
0.13,-47.914,60
0.14,-46.736,63
0.15,-46.088,65
0.16,-45.511,67
0.17,-44.837,69
0.18,-44.108,70
0.19,-42.337,70
0.2,-42.201,70
0.21,-41.48,5
0.22,-41.12,4
0.23,-40.776,3
0.24,-40.447,3
0.25,-40.13,2
0.26,-39.825,2
0.27,-39.53,2
0.28,-39.244,2
0.29,-38.966,2
0.3,-38.697,1
0.31,-38.434,1
0.32,-38.178,1
0.33,-37.929,1
0.34,-37.685,1
0.35,-37.446,1
0.36,-37.212,1
0.37,-36.982,1
0.38,-36.758,1
0.39,-36.537,1
0.4,-36.32,1
0.41,-36.106,1
0.42,-35.896,1
0.43,-35.689,1
0.44,-35.485,1
0.45,-35.284,1
0.46,-35.086,1
0.47,-34.891,1
0.48,-34.698,1
0.49,-34.507,1
