Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.837,0
-0.09,-82.746,0
-0.08,-81.58,0
-0.07,-80.331,0
-0.06,-78.986,0
-0.05,-77.532,0
-0.04,-75.958,0
-0.03,-74.249,0
-0.02,-72.395,0
-0.01,-70.385,0
-0.0,-68.205,0
0.01,-65.825,0
0.02,-63.158,0
0.03,-59.942,0
0.04,-54.923,0
0.05,-55.656,27
0.06,-54.572,37
0.07,-54.085,44
0.08,-53.024,49
0.09,-51.923,54
0.1,-50.799,59
0.11,-49.647,63
0.12,-49.188,66
0.13,-48.109,69
0.14,-47.247,72
0.15,-46.752,75
0.16,-45.394,77
0.17,-44.432,79
0.18,-42.863,80
0.19,-42.151,82
0.2,-41.202,83
0.21,-40.609,83
0.22,-39.351,84
0.23,-38.701,83
0.24,-37.887,82
0.25,-36.916,7
0.26,-36.639,5
0.27,-36.369,4
0.28,-36.105,4
0.29,-35.848,3
0.3,-35.596,3
0.31,-35.349,3
0.32,-35.107,2
0.33,-34.869,2
0.34,-34.636,2
0.35,-34.406,2
0.36,-34.181,2
0.37,-33.958,2
0.38,-33.739,2
0.39,-33.523,2
0.4,-33.31,2
0.41,-33.1,1
0.42,-32.893,1
0.43,-32.688,1
0.44,-32.485,1
0.45,-32.285,1
0.46,-32.087,1
0.47,-31.891,1
0.48,-31.697,1
0.49,-31.505,1
