gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
246.26618857089932,398.04523053143237,11.385088100270229,7.605536557555824,11.576596127804226,14.290273704194208,0.10992990526599773,97.55896962114656,0.02841601679311746,8.87146352764869,-0.045851896768725635,-71.78606737917973,21.59342047455694,66.34725165327707,-44.75383117872013,14.099999999950256,51.79999999995289,-78.26929136768642,191.27296457615302,-0.5696822598952833,44.64,12122.6590288078,poor
