Parameter,Global_fit,Local_fit,Change
gna,246.26618857089932,246.26618857089932,0.0
gkht,398.04523053143237,398.04523053143237,0.0
gklt,11.385088100270229,11.385088100270229,0.0
gh,7.605536557555824,7.605536557555824,0.0
gka,11.576596127804226,11.576596127804226,0.0
gleak,14.290273704194208,14.290273704194208,0.0
stim_amp,0.10992990526599773,0.10992990526599773,0.0
cam,97.55896962114656,97.55896962114656,0.0
kam,0.02841601679311746,0.02841601679311746,0.0
cbm,8.87146352764869,8.87146352764869,0.0
kbm,-0.045851896768725635,-0.045851896768725635,0.0
