Parameter,Global_fit,Local_fit,Change
gna,248.24236265165476,248.24236265165476,0.0
gkht,157.4581649815462,157.4581649815462,0.0
gklt,21.976999890113238,21.976999890113238,0.0
gh,15.60118456537017,15.60118456537017,0.0
gka,77.07650987863936,77.07650987863936,0.0
gleak,4.596060918835882,4.596060918835882,0.0
stim_amp,0.1998091206858677,0.1998091206858677,0.0
cam,96.95845133989732,96.95845133989732,0.0
kam,0.03781469283174634,0.03781469283174634,0.0
cbm,8.9703605637931,8.9703605637931,0.0
kbm,-0.04224452161302219,-0.04224452161302219,0.0
