Mid_Current_nA,InputResistance_GOhm
-0.09,0.11
-0.07,0.126
-0.05,0.146
-0.03,0.173
-0.01,0.214
0.01,0.429
0.03,0.123
0.05,0.117
0.07,0.144
0.09,0.091
0.11,0.111
0.13,0.112
0.15000000000000002,0.103
0.16999999999999998,0.143
0.19,0.098
0.21000000000000002,0.128
0.22999999999999998,0.114
0.25,0.079
0.27,0.065
0.29000000000000004,0.008
0.31,0.02
0.33,0.019
0.35,0.019
0.37,0.019
