Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.303,0
-0.08,-81.107,0
-0.06,-78.592,0
-0.04,-75.669,0
-0.02,-72.216,0
0.0,-67.94,0
0.02,-59.353,15
0.04,-56.899,39
0.06,-54.564,53
0.08,-51.681,64
0.1,-49.868,72
0.12,-47.653,79
0.14,-45.406,85
0.16,-43.347,89
0.18,-40.481,93
0.2,-38.513,96
0.22,-35.944,97
0.24,-33.669,97
0.26,-32.087,95
0.28,-30.784,7
0.3,-30.629,5
0.32,-30.236,4
0.34,-29.848,3
0.36,-29.466,3
0.38,-29.088,2
