gna,gkht,gklt,gh,gka,gleak,stim_amp,cam,kam,cbm,kbm,rest,peak,amp,threshold,latency,width,AHP,mse,r2,time_shift,feature_error,fit_quality
197.34420681498182,348.0576948632201,41.45704377234115,13.947578091144408,144.1709485448199,6.8107968249848,0.15991421482321536,99.02844672600393,0.03592750252880128,4.95217951825486,-0.05021776733617054,-72.01592427377763,-56.62376158255457,,,,,,25.251767858160434,0.7990387834131112,1.46,20324.68576031861,poor
