gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
359.98,12.03,14.56,3.97,78.49,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-74.89563191920192,25.638843541511505,64.37499136127126,-38.73614781975975,15.899999999999705,230.44,-76.45547138442993
