Parameter,Global_fit,Local_fit,Change
gna,191.0037132880681,191.0037357116392,2.2423571095941952e-05
gkht,304.24006237176917,304.2400591753133,-3.1964558502295404e-06
gklt,16.245256312829724,16.245256307843007,-4.98671681725682e-09
gh,12.004850442270621,12.004850445955684,3.685062921476856e-09
gka,95.10251935086845,95.10251191278307,-7.438085376065828e-06
gleak,6.812024778004418,6.812024775913368,-2.091049999819461e-09
stim_amp,0.15993723406592728,0.1599372389754326,4.909505330052966e-09
cam,86.67658885474863,86.67659151541221,2.6606635827874925e-06
kam,0.035140313596650895,0.03514031251796801,-1.0786828860687159e-09
cbm,6.116032489764173,6.116032302023687,-1.877404862682397e-07
kbm,-0.046967649700203534,-0.04696765114194366,-1.441740123120372e-09
