gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
254.14,67.10,19.47,13.21,70.41,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.20,-72.31699890759091,17.2579410799182,54.65907557824451,-37.40113449832631,12.039999999999788,0.22,-77.57281617429726
