Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-77.373,0
-0.09,-76.585,0
-0.08,-75.748,0
-0.07,-74.857,0
-0.06,-73.907,0
-0.05,-72.891,0
-0.04,-71.803,0
-0.03,-70.637,0
-0.02,-69.388,0
-0.01,-68.054,0
-0.0,-66.637,0
0.01,-65.142,0
0.02,-63.575,0
0.03,-61.949,0
0.04,-60.274,0
0.05,-58.566,0
0.06,-56.846,0
0.07,-55.156,0
0.08,-53.552,0
0.09,-52.088,0
0.1,-50.796,0
0.11,-49.673,1
0.12,-48.699,1
0.13,-47.847,1
0.14,-47.094,2
0.15,-46.421,3
0.16,-45.811,3
0.17,-45.254,3
0.18,-44.741,3
0.19,-44.264,2
0.2,-43.819,2
0.21,-43.4,2
0.22,-43.004,2
0.23,-42.628,2
0.24,-42.271,2
0.25,-41.928,1
0.26,-41.6,1
0.27,-41.285,1
0.28,-40.981,1
0.29,-40.687,1
0.3,-40.403,1
0.31,-40.127,1
0.32,-39.859,1
0.33,-39.599,1
0.34,-39.345,1
0.35,-39.098,1
0.36,-38.856,1
0.37,-38.62,1
0.38,-38.388,1
0.39,-38.162,1
0.4,-37.94,1
0.41,-37.722,1
0.42,-37.508,1
0.43,-37.298,1
0.44,-37.091,1
0.45,-36.887,1
0.46,-36.687,1
0.47,-36.489,1
0.48,-36.295,1
0.49,-36.103,1
