gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
380.00,20.00,0.00,1.96,20.00,76.41,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.03,-67.00885679111843,33.70095215120647,76.41822643415478,-42.71727428294831,14.25999999999974,10.700000000000001,-57.70775351662162
