SteadyStateVoltage,Current,Cell_ID
-0.0915437,-100,P9_TeNT_12172022_S3C1
-0.089149,-80,
-0.0867658,-60,
-0.0832047,-40,
-0.0792143,-20,
-0.0746317,0,
-0.0700635,20,
-0.0669068,40,
-0.063167,60,
-0.0609379,80,
-0.0578204,100,
-0.0552902,120,
